entity:sample_id	fastq1	fastq2	fastqc_out	cutadapt_report	bconv_metrics	flagstat	methylation_calls	methylation_metrics
test_sample	gs://fc-8b6a0cb7-315d-4a1b-8d3a-503811b57e9c/BL081_3_1_S1_R1_001_subsampled.fastq.gz	gs://fc-8b6a0cb7-315d-4a1b-8d3a-503811b57e9c/BL081_3_1_S1_R2_001_subsampled.fastq.gz						
